08-slytherin-industry,00-avengers-company_business,04-iGMM-company_business
"['consumer cyclical', 'consumer services', 'entertainment', 'resorts']","['technology', 'software and it']","['energy', 'chemicals', 'oil and gas']"
"['technology', 'software and it']","['financial services', 'insurance']","['energy', 'oil and gas', 'petroleum']"
"['basic materials', 'chemicals']","['industries', 'robotics', 'electrical products', 'electronics', 'technology hardware and instruments', 'engineering products']","['industries', 'robotics', 'electrical products']"
"['financial services', 'insurance']","['energy', 'oil and gas', 'petroleum']","['financial services', 'insurance']"
"['real estate', 'property investments', 'commercial properties']","['energy', 'chemicals', 'oil and gas', 'conglomerate', 'utilities', 'petrochemicals', 'mining', 'gold mining', 'electric utilities', 'metals', 'fuels', 'natural gas generation', 'petroleum']","['technology', 'software and it']"
"['financial services', 'banking services']","['financial services', 'banking services']","['financial services', 'banking services']"
"['basic materials', 'iron and steel', 'metals', 'mining']","['financial services', 'banking services']","['basic materials', 'iron and steel', 'metals']"
"['financial services', 'banking services']","['financial services', 'banking services']","['technology', 'software and it', 'network hardware and software']"
"['industries', 'business services', 'medical laboratory', 'product testing services', 'consulting services']","['industries', 'business services', 'medical laboratory', 'product testing services', 'consulting services']","['consumer cyclical', 'packaging', 'packaging machines']"
"['financial services', 'banking services']","['financial services', 'banking services']","['basic materials', 'mining', 'gold mining']"
"['healthcare', 'medical equipment', 'healthcare products']","['healthcare', 'medical equipment', 'healthcare products']","['healthcare', 'medical equipment', 'healthcare products']"
"['basic materials', 'mining', 'gold mining', 'metals', 'precious metals']","['basic materials', 'mining', 'gold mining', 'metals', 'precious metals']","['financial services', 'banking services']"
"['consumer cyclical', 'packaging', 'packaging machines', 'machinery manufacturing', 'packaging materials', 'consumer durables']","['consumer cyclical', 'packaging', 'packaging machines', 'machinery manufacturing', 'packaging materials', 'consumer durables']","['industries', 'business services', 'medical laboratory']"
"['technology', 'software and it', 'network hardware and software', 'technology hardware and instruments', 'computers hardware', 'projectors', 'software products']","['technology', 'software and it', 'network hardware and software', 'technology hardware and instruments', 'computers hardware', 'projectors', 'software products']","['financial services', 'banking services']"
"['financial services', 'banking services']","['basic materials', 'iron and steel', 'metals', 'mining']","['financial services', 'banking services']"
"['consumer defensive', 'meat / poultry / fish / chicken', 'food products', 'farming / seeds / milling']","['consumer cyclical', 'automobile', 'automobile parts', 'automobile dealers']","['technology', 'software and it', 'software products']"
"['basic materials', 'mining', 'gold mining', 'metals', 'precious metals']","['basic materials', 'iron and steel', 'metals', 'metal fabrication products', 'mining']","['technology', 'software and it', 'software products']"
"['consumer cyclical', 'automobile', 'automobile parts', 'automobile dealers']","['utilities', 'electric utilities']","['consumer defensive', 'meat / poultry / fish / chicken', 'food products']"
"['utilities', 'electric utilities']","['basic materials', 'mining', 'gold mining', 'metals', 'precious metals']","['financial services', 'insurance', 'conglomerate']"
"['consumer defensive', 'alcoholic beverages', 'beverages', 'beer']","['consumer defensive', 'alcoholic beverages', 'beverages', 'beer']","['industries', 'technology', 'consulting services']"
"['basic materials', 'iron and steel', 'metals', 'metal fabrication products', 'mining']","['industries', 'technology', 'consulting services', 'professional services', 'outsourcing and staffing']","['consumer defensive', 'alcoholic beverages', 'beverages']"
"['industries', 'technology', 'consulting services', 'professional services', 'outsourcing and staffing']","['financial services', 'insurance', 'conglomerate']","['basic materials', 'mining', 'gold mining']"
"['technology', 'software and it', 'software products']","['consumer defensive', 'meat / poultry / fish / chicken', 'food products', 'farming / seeds / milling']","['utilities', 'electric utilities']"
"['financial services', 'insurance', 'conglomerate']","['technology', 'software and it', 'software products', 'software and it infrastructure', 'analytics']","['basic materials', 'iron and steel', 'metals']"
"['technology', 'software and it', 'software products', 'software and it infrastructure', 'analytics']","['technology', 'software and it', 'software products']","['consumer cyclical', 'automobile', 'automobile parts']"
"['industries', 'cameras & accessories', 'electronics', 'capital goods']","['consumer cyclical', 'construction', 'real estate']","['consumer cyclical', 'construction', 'real estate']"
"['technology', 'business services', 'software and it', 'analytics']","['industries', 'cameras & accessories', 'electronics', 'capital goods']","['financial services', 'stock markets, trading, capital markets']"
"['healthcare', 'medical equipment']","['technology', 'business services', 'software and it', 'analytics']","['financial services', 'digital payment solution services']"
"['consumer cyclical', 'construction', 'real estate']","['consumer defensive', 'fmcg', 'food and beverage', 'food products', 'package foods']","['consumer cyclical', 'retail', 'consumer services']"
"['financial services', 'digital payment solution services']","['technology', 'software and it']","['financial services', 'insurance']"
"['financial services', 'insurance']","['healthcare', 'medical equipment']","['healthcare', 'medical equipment']"
"['consumer cyclical', 'retail', 'consumer services', 'home & furniture', 'home improvement']","['financial services', 'insurance']","['technology', 'software and it']"
"['technology', 'software and it']","['consumer cyclical', 'retail', 'consumer services', 'home & furniture', 'home improvement']","['consumer defensive', 'fmcg', 'food and beverage']"
"['financial services', 'stock markets, trading, capital markets']","['financial services', 'digital payment solution services']","['technology', 'business services', 'software and it']"
"['consumer defensive', 'fmcg', 'food and beverage', 'food products', 'package foods']","['financial services', 'stock markets, trading, capital markets']","['industries', 'cameras & accessories', 'electronics']"
"['healthcare', 'chemicals', 'pharmaceutical', 'healthcare products']","['consumer defensive', 'retail', 'convenience stores', 'food products']","['consumer defensive', 'retail', 'convenience stores']"
"['consumer defensive', 'retail', 'real estate', 'pharmacy', 'food products', 'consumer services']","['consumer defensive', 'retail', 'real estate', 'pharmacy', 'food products', 'consumer services']","['industries', 'railway']"
"['technology', 'software and it', 'network hardware and software', 'networking products / solutions', 'software products']","['technology', 'software and it', 'software products']","['consumer cyclical', 'restaurants']"
